InvoiceNo,StockCode,Description,InvoiceDate,CustomerID,Quantity,UnitPrice,Country
INV10060,DOG021,Elevated Dog Feeder,4/23/2025,1060,1,18.35,Australia
INV10060,DOG015,Silicone Dog Bowl Collapsible,4/23/2025,1060,1,29.17,Australia
INV10061,DOG010,Dog Bed Orthopedic Small,3/9/2025,1061,3,35.89,Germany
INV10061,DOG006,Dog Bone Chew Toy Large,3/9/2025,1061,2,11.28,Germany
INV10062,DOG017,Fleece Dog Blanket,7/7/2025,1062,3,39.21,France
INV10062,DOG009,Rubber Chew Toy Durable,7/7/2025,1062,4,44.69,France
INV10062,DOG010,Dog Bed Orthopedic Small,7/7/2025,1062,3,38.16,France
INV10062,DOG015,Silicone Dog Bowl Collapsible,7/7/2025,1062,1,11.62,France
INV10062,DOG008,Dog Water Bowl Stainless,7/7/2025,1062,4,44.68,France
INV10062,DOG018,Dog Grooming Brush,7/7/2025,1062,3,9.6,France
INV10062,DOG013,Canvas Dog Muzzle,7/7/2025,1062,1,16.57,France
INV10062,DOG004,Fleece Dog Toy Squeaker,7/7/2025,1062,4,20.73,France
INV10062,DOG024,Dog Paw Cleaner Cup,7/7/2025,1062,3,29.37,France
INV10063,DOG022,Dog Car Seat Cover,7/10/2025,1063,2,24.85,Germany
INV10063,DOG020,Dog Training Clicker,7/10/2025,1063,5,19.11,Germany
INV10064,DOG021,Elevated Dog Feeder,4/24/2025,1064,4,42.37,France
INV10064,DOG010,Dog Bed Orthopedic Small,4/24/2025,1064,4,10.66,France
INV10065,DOG016,Dog Raincoat Yellow,1/20/2025,1065,1,9.88,United Kingdom
INV10065,DOG018,Dog Grooming Brush,1/20/2025,1065,2,21.54,United Kingdom
INV10065,DOG012,Dog Treat Pouch Belt,1/20/2025,1065,5,22.76,United Kingdom
INV10065,DOG024,Dog Paw Cleaner Cup,1/20/2025,1065,2,41.41,United Kingdom
INV10065,DOG021,Elevated Dog Feeder,1/20/2025,1065,1,39.34,United Kingdom
INV10066,DOG002,Nylon Dog Leash 6ft,7/28/2025,1066,3,14.68,France
INV10066,DOG015,Silicone Dog Bowl Collapsible,7/28/2025,1066,2,40.21,France
INV10066,DOG004,Fleece Dog Toy Squeaker,7/28/2025,1066,3,27.77,France
INV10066,DOG021,Elevated Dog Feeder,7/28/2025,1066,3,8.41,France
INV10066,DOG009,Rubber Chew Toy Durable,7/28/2025,1066,2,44.72,France
INV10067,DOG021,Elevated Dog Feeder,2/16/2025,1067,5,44.83,Spain
INV10067,DOG002,Nylon Dog Leash 6ft,2/16/2025,1067,3,15.73,Spain
INV10067,DOG005,Adjustable Dog Harness,2/16/2025,1067,5,14.2,Spain
INV10067,DOG025,Personalized Dog Tag,2/16/2025,1067,5,14.28,Spain
INV10068,DOG025,Personalized Dog Tag,4/30/2025,1068,2,37.54,United States
INV10068,DOG020,Dog Training Clicker,4/30/2025,1068,1,17.08,United States
INV10068,DOG005,Adjustable Dog Harness,4/30/2025,1068,2,27.6,United States
INV10068,DOG006,Dog Bone Chew Toy Large,4/30/2025,1068,1,32.43,United States
INV10068,DOG001,Leather Dog Collar Medium,4/30/2025,1068,2,6.58,United States
INV10068,DOG008,Dog Water Bowl Stainless,4/30/2025,1068,5,18.94,United States
INV10069,DOG005,Adjustable Dog Harness,5/16/2025,1069,4,27.03,United States
INV10070,DOG015,Silicone Dog Bowl Collapsible,2/2/2025,1070,3,26.52,Germany
INV10070,DOG004,Fleece Dog Toy Squeaker,2/2/2025,1070,4,26.14,Germany
INV10070,DOG020,Dog Training Clicker,2/2/2025,1070,1,35.08,Germany
INV10070,DOG022,Dog Car Seat Cover,2/2/2025,1070,5,18.06,Germany
INV10070,DOG021,Elevated Dog Feeder,2/2/2025,1070,1,8.42,Germany
INV10070,DOG016,Dog Raincoat Yellow,2/2/2025,1070,4,23.04,Germany
INV10070,DOG004,Fleece Dog Toy Squeaker,2/2/2025,1070,4,34.49,Germany
INV10070,DOG015,Silicone Dog Bowl Collapsible,2/2/2025,1070,1,41.96,Germany
INV10071,DOG003,Dog Tennis Balls Pack of 3,11/8/2025,1071,2,16.99,Australia
INV10071,DOG021,Elevated Dog Feeder,11/8/2025,1071,5,27.92,Australia
INV10071,DOG011,LED Dog Collar Light,11/8/2025,1071,4,45.78,Australia
INV10072,DOG017,Fleece Dog Blanket,5/31/2025,1072,5,23.2,France
INV10072,DOG023,Interactive Dog Puzzle Toy,5/31/2025,1072,1,40.1,France
INV10072,DOG021,Elevated Dog Feeder,5/31/2025,1072,5,34.82,France
INV10072,DOG007,Reflective Dog Collar,5/31/2025,1072,4,24.05,France
INV10072,DOG008,Dog Water Bowl Stainless,5/31/2025,1072,4,19.55,France
INV10072,DOG015,Silicone Dog Bowl Collapsible,5/31/2025,1072,4,22.63,France
INV10072,DOG004,Fleece Dog Toy Squeaker,5/31/2025,1072,3,23.06,France
INV10072,DOG022,Dog Car Seat Cover,5/31/2025,1072,3,20.96,France
INV10073,DOG003,Dog Tennis Balls Pack of 3,12/18/2025,1073,1,39.26,United States
INV10073,DOG003,Dog Tennis Balls Pack of 3,12/18/2025,1073,4,9.85,United States
INV10073,DOG024,Dog Paw Cleaner Cup,12/18/2025,1073,3,38.46,United States
INV10073,DOG018,Dog Grooming Brush,12/18/2025,1073,1,29.45,United States
INV10073,DOG018,Dog Grooming Brush,12/18/2025,1073,5,19.18,United States
INV10073,DOG004,Fleece Dog Toy Squeaker,12/18/2025,1073,4,20.13,United States
INV10073,DOG022,Dog Car Seat Cover,12/18/2025,1073,4,40.71,United States
INV10073,DOG024,Dog Paw Cleaner Cup,12/18/2025,1073,1,44.73,United States
INV10074,DOG004,Fleece Dog Toy Squeaker,6/9/2025,1074,5,26.29,France
INV10074,DOG005,Adjustable Dog Harness,6/9/2025,1074,4,14.96,France
INV10074,DOG004,Fleece Dog Toy Squeaker,6/9/2025,1074,3,39.8,France
INV10074,DOG012,Dog Treat Pouch Belt,6/9/2025,1074,1,36.49,France
INV10074,DOG019,No Spill Dog Bowl,6/9/2025,1074,2,38.28,France
INV10074,DOG018,Dog Grooming Brush,6/9/2025,1074,5,30.53,France
INV10075,DOG020,Dog Training Clicker,10/13/2025,1075,3,7.15,Germany
INV10076,DOG011,LED Dog Collar Light,12/26/2025,1076,3,6.23,Australia
INV10076,DOG005,Adjustable Dog Harness,12/26/2025,1076,5,32.28,Australia
INV10076,DOG003,Dog Tennis Balls Pack of 3,12/26/2025,1076,2,35.63,Australia
INV10076,DOG001,Leather Dog Collar Medium,12/26/2025,1076,1,35.83,Australia
INV10076,DOG007,Reflective Dog Collar,12/26/2025,1076,4,22.78,Australia
INV10077,DOG010,Dog Bed Orthopedic Small,3/22/2025,1077,3,37.06,Australia
INV10077,DOG019,No Spill Dog Bowl,3/22/2025,1077,5,9.39,Australia
INV10077,DOG002,Nylon Dog Leash 6ft,3/22/2025,1077,2,12.29,Australia
INV10077,DOG020,Dog Training Clicker,3/22/2025,1077,1,32.95,Australia
INV10077,DOG009,Rubber Chew Toy Durable,3/22/2025,1077,4,32.47,Australia
INV10077,DOG016,Dog Raincoat Yellow,3/22/2025,1077,5,23.67,Australia
INV10078,DOG004,Fleece Dog Toy Squeaker,4/21/2025,1078,3,23.19,Australia
INV10078,DOG010,Dog Bed Orthopedic Small,4/21/2025,1078,5,25.46,Australia
INV10078,DOG022,Dog Car Seat Cover,4/21/2025,1078,3,7.81,Australia
INV10078,DOG013,Canvas Dog Muzzle,4/21/2025,1078,5,8.18,Australia
INV10078,DOG007,Reflective Dog Collar,4/21/2025,1078,3,43.8,Australia
INV10078,DOG025,Personalized Dog Tag,4/21/2025,1078,2,36.56,Australia
INV10078,DOG010,Dog Bed Orthopedic Small,4/21/2025,1078,3,10.79,Australia
INV10078,DOG016,Dog Raincoat Yellow,4/21/2025,1078,4,13.02,Australia
INV10078,DOG013,Canvas Dog Muzzle,4/21/2025,1078,5,34.14,Australia
INV10079,DOG003,Dog Tennis Balls Pack of 3,10/14/2025,1079,4,40.46,France
INV10079,DOG002,Nylon Dog Leash 6ft,10/14/2025,1079,4,6.74,France
INV10079,DOG003,Dog Tennis Balls Pack of 3,10/14/2025,1079,3,29.02,France
INV10079,DOG019,No Spill Dog Bowl,10/14/2025,1079,4,34.37,France
INV10079,DOG014,Dog Poop Bags 120ct,10/14/2025,1079,3,10.6,France
INV10079,DOG001,Leather Dog Collar Medium,10/14/2025,1079,3,12.86,France
INV10080,DOG003,Dog Tennis Balls Pack of 3,8/24/2025,1080,4,39.77,France
INV10080,DOG008,Dog Water Bowl Stainless,8/24/2025,1080,4,29.54,France
INV10080,DOG017,Fleece Dog Blanket,8/24/2025,1080,1,21.82,France
INV10080,DOG010,Dog Bed Orthopedic Small,8/24/2025,1080,3,14.85,France
INV10080,DOG025,Personalized Dog Tag,8/24/2025,1080,2,9.05,France
INV10080,DOG021,Elevated Dog Feeder,8/24/2025,1080,1,27.21,France
INV10081,DOG024,Dog Paw Cleaner Cup,6/28/2025,1081,2,15.44,United States
INV10081,DOG005,Adjustable Dog Harness,6/28/2025,1081,3,13.88,United States
INV10081,DOG020,Dog Training Clicker,6/28/2025,1081,2,36.4,United States
INV10081,DOG021,Elevated Dog Feeder,6/28/2025,1081,1,13.08,United States
INV10081,DOG025,Personalized Dog Tag,6/28/2025,1081,4,24.55,United States
INV10081,DOG019,No Spill Dog Bowl,6/28/2025,1081,5,23.95,United States
INV10082,DOG011,LED Dog Collar Light,11/26/2025,1082,3,12.03,France
INV10082,DOG003,Dog Tennis Balls Pack of 3,11/26/2025,1082,4,23.68,France
INV10082,DOG010,Dog Bed Orthopedic Small,11/26/2025,1082,3,29.65,France
INV10082,DOG012,Dog Treat Pouch Belt,11/26/2025,1082,5,8.96,France
INV10082,DOG015,Silicone Dog Bowl Collapsible,11/26/2025,1082,4,7.49,France
INV10082,DOG012,Dog Treat Pouch Belt,11/26/2025,1082,3,9.06,France
INV10082,DOG003,Dog Tennis Balls Pack of 3,11/26/2025,1082,5,29.75,France
INV10082,DOG013,Canvas Dog Muzzle,11/26/2025,1082,4,29.2,France
INV10082,DOG024,Dog Paw Cleaner Cup,11/26/2025,1082,1,23.98,France
INV10082,DOG019,No Spill Dog Bowl,11/26/2025,1082,2,18.85,France
INV10083,DOG002,Nylon Dog Leash 6ft,9/14/2025,1083,4,10.13,Spain
INV10083,DOG011,LED Dog Collar Light,9/14/2025,1083,1,26.17,Spain
INV10083,DOG006,Dog Bone Chew Toy Large,9/14/2025,1083,1,15.9,Spain
INV10084,DOG017,Fleece Dog Blanket,8/13/2025,1084,5,12.34,Spain
INV10084,DOG012,Dog Treat Pouch Belt,8/13/2025,1084,3,21.49,Spain
INV10084,DOG025,Personalized Dog Tag,8/13/2025,1084,3,33.15,Spain
INV10084,DOG002,Nylon Dog Leash 6ft,8/13/2025,1084,3,8.63,Spain
INV10084,DOG004,Fleece Dog Toy Squeaker,8/13/2025,1084,5,33.13,Spain
INV10084,DOG010,Dog Bed Orthopedic Small,8/13/2025,1084,3,34.94,Spain
INV10084,DOG022,Dog Car Seat Cover,8/13/2025,1084,5,40.92,Spain
INV10084,DOG011,LED Dog Collar Light,8/13/2025,1084,1,29.3,Spain
INV10084,DOG005,Adjustable Dog Harness,8/13/2025,1084,3,18.4,Spain
INV10085,DOG005,Adjustable Dog Harness,12/24/2025,1085,5,34.34,Germany
INV10085,DOG003,Dog Tennis Balls Pack of 3,12/24/2025,1085,3,28.35,Germany
INV10085,DOG021,Elevated Dog Feeder,12/24/2025,1085,3,38.52,Germany
INV10085,DOG022,Dog Car Seat Cover,12/24/2025,1085,5,9.73,Germany
INV10085,DOG022,Dog Car Seat Cover,12/24/2025,1085,4,26.33,Germany
INV10085,DOG001,Leather Dog Collar Medium,12/24/2025,1085,3,18.34,Germany
INV10085,DOG007,Reflective Dog Collar,12/24/2025,1085,3,43.9,Germany
INV10086,DOG005,Adjustable Dog Harness,4/9/2025,1086,2,9.08,Spain
INV10086,DOG004,Fleece Dog Toy Squeaker,4/9/2025,1086,5,36.82,Spain
INV10086,DOG024,Dog Paw Cleaner Cup,4/9/2025,1086,5,7.5,Spain
INV10086,DOG011,LED Dog Collar Light,4/9/2025,1086,5,11.23,Spain
INV10087,DOG006,Dog Bone Chew Toy Large,3/20/2025,1087,5,38.35,Spain
INV10087,DOG006,Dog Bone Chew Toy Large,3/20/2025,1087,4,7.74,Spain
INV10087,DOG012,Dog Treat Pouch Belt,3/20/2025,1087,2,44.77,Spain
INV10088,DOG008,Dog Water Bowl Stainless,5/26/2025,1088,5,15.56,France
INV10088,DOG016,Dog Raincoat Yellow,5/26/2025,1088,2,20.7,France
INV10088,DOG019,No Spill Dog Bowl,5/26/2025,1088,4,24.46,France
INV10088,DOG010,Dog Bed Orthopedic Small,5/26/2025,1088,4,26.11,France
INV10088,DOG014,Dog Poop Bags 120ct,5/26/2025,1088,2,38.67,France
INV10088,DOG020,Dog Training Clicker,5/26/2025,1088,2,40.91,France
INV10088,DOG002,Nylon Dog Leash 6ft,5/26/2025,1088,4,40.95,France
INV10088,DOG018,Dog Grooming Brush,5/26/2025,1088,1,34.45,France
INV10089,DOG003,Dog Tennis Balls Pack of 3,3/5/2025,1089,2,16.9,France
INV10089,DOG017,Fleece Dog Blanket,3/5/2025,1089,2,39.23,France
INV10089,DOG003,Dog Tennis Balls Pack of 3,3/5/2025,1089,2,38.66,France
INV10089,DOG012,Dog Treat Pouch Belt,3/5/2025,1089,1,22.59,France
INV10089,DOG013,Canvas Dog Muzzle,3/5/2025,1089,5,20.95,France
INV10090,DOG008,Dog Water Bowl Stainless,2/11/2025,1090,1,18.74,Spain
INV10090,DOG004,Fleece Dog Toy Squeaker,2/11/2025,1090,3,37.65,Spain
INV10090,DOG005,Adjustable Dog Harness,2/11/2025,1090,1,17.47,Spain
INV10090,DOG016,Dog Raincoat Yellow,2/11/2025,1090,2,36.34,Spain
INV10090,DOG016,Dog Raincoat Yellow,2/11/2025,1090,4,30.6,Spain
INV10090,DOG003,Dog Tennis Balls Pack of 3,2/11/2025,1090,1,16.23,Spain
INV10091,DOG017,Fleece Dog Blanket,10/8/2025,1091,4,10.44,United States
INV10091,DOG010,Dog Bed Orthopedic Small,10/8/2025,1091,2,18.04,United States
INV10091,DOG002,Nylon Dog Leash 6ft,10/8/2025,1091,2,22.78,United States
INV10091,DOG020,Dog Training Clicker,10/8/2025,1091,4,8.5,United States
INV10091,DOG016,Dog Raincoat Yellow,10/8/2025,1091,5,27.43,United States
INV10091,DOG021,Elevated Dog Feeder,10/8/2025,1091,5,28.99,United States
INV10091,DOG023,Interactive Dog Puzzle Toy,10/8/2025,1091,2,17.64,United States
INV10091,DOG001,Leather Dog Collar Medium,10/8/2025,1091,5,20.1,United States
INV10091,DOG019,No Spill Dog Bowl,10/8/2025,1091,4,13.48,United States
INV10091,DOG022,Dog Car Seat Cover,10/8/2025,1091,1,26.93,United States
INV10092,DOG018,Dog Grooming Brush,2/4/2025,1092,5,37.45,Australia
INV10092,DOG017,Fleece Dog Blanket,2/4/2025,1092,5,6.8,Australia
INV10092,DOG016,Dog Raincoat Yellow,2/4/2025,1092,1,31.42,Australia
INV10092,DOG012,Dog Treat Pouch Belt,2/4/2025,1092,3,35.88,Australia
INV10092,DOG012,Dog Treat Pouch Belt,2/4/2025,1092,1,19.78,Australia
INV10092,DOG024,Dog Paw Cleaner Cup,2/4/2025,1092,1,36.85,Australia
INV10092,DOG024,Dog Paw Cleaner Cup,2/4/2025,1092,3,11.33,Australia
INV10092,DOG012,Dog Treat Pouch Belt,2/4/2025,1092,5,19.53,Australia
INV10092,DOG021,Elevated Dog Feeder,2/4/2025,1092,2,39.21,Australia
INV10093,DOG021,Elevated Dog Feeder,8/26/2025,1093,2,38.45,Germany
INV10093,DOG003,Dog Tennis Balls Pack of 3,8/26/2025,1093,4,7.47,Germany
INV10093,DOG007,Reflective Dog Collar,8/26/2025,1093,1,37.63,Germany
INV10093,DOG002,Nylon Dog Leash 6ft,8/26/2025,1093,3,43.32,Germany
INV10093,DOG017,Fleece Dog Blanket,8/26/2025,1093,4,45.55,Germany
INV10093,DOG018,Dog Grooming Brush,8/26/2025,1093,4,16.12,Germany
INV10093,DOG025,Personalized Dog Tag,8/26/2025,1093,2,17.43,Germany
INV10093,DOG025,Personalized Dog Tag,8/26/2025,1093,1,40.62,Germany
INV10094,DOG012,Dog Treat Pouch Belt,5/20/2025,1094,4,41.57,Australia
INV10094,DOG024,Dog Paw Cleaner Cup,5/20/2025,1094,4,41.78,Australia
INV10095,DOG016,Dog Raincoat Yellow,6/23/2025,1095,4,20.68,Spain
INV10095,DOG017,Fleece Dog Blanket,6/23/2025,1095,3,38.04,Spain
INV10095,DOG024,Dog Paw Cleaner Cup,6/23/2025,1095,4,9.15,Spain
INV10096,DOG010,Dog Bed Orthopedic Small,4/3/2025,1096,3,10.09,France
INV10096,DOG011,LED Dog Collar Light,4/3/2025,1096,3,18.25,France
INV10096,DOG020,Dog Training Clicker,4/3/2025,1096,4,12.66,France
INV10096,DOG015,Silicone Dog Bowl Collapsible,4/3/2025,1096,3,23.88,France
INV10096,DOG024,Dog Paw Cleaner Cup,4/3/2025,1096,3,30.58,France
INV10096,DOG014,Dog Poop Bags 120ct,4/3/2025,1096,3,31.57,France
INV10096,DOG002,Nylon Dog Leash 6ft,4/3/2025,1096,1,32.84,France
INV10096,DOG013,Canvas Dog Muzzle,4/3/2025,1096,3,26.51,France
INV10096,DOG024,Dog Paw Cleaner Cup,4/3/2025,1096,2,44.1,France
INV10097,DOG002,Nylon Dog Leash 6ft,11/8/2025,1097,2,8.68,United States
INV10097,DOG025,Personalized Dog Tag,11/8/2025,1097,3,20.48,United States
INV10097,DOG019,No Spill Dog Bowl,11/8/2025,1097,1,30.19,United States
INV10097,DOG022,Dog Car Seat Cover,11/8/2025,1097,4,43.94,United States
INV10097,DOG012,Dog Treat Pouch Belt,11/8/2025,1097,4,36.51,United States
INV10097,DOG019,No Spill Dog Bowl,11/8/2025,1097,2,27.17,United States
INV10097,DOG013,Canvas Dog Muzzle,11/8/2025,1097,3,31.97,United States
INV10097,DOG008,Dog Water Bowl Stainless,11/8/2025,1097,1,7.03,United States
INV10098,DOG013,Canvas Dog Muzzle,9/13/2025,1098,5,10.7,United States
INV10098,DOG025,Personalized Dog Tag,9/13/2025,1098,3,34.15,United States
INV10098,DOG007,Reflective Dog Collar,9/13/2025,1098,5,17.41,United States
INV10098,DOG016,Dog Raincoat Yellow,9/13/2025,1098,2,10.9,United States
INV10098,DOG003,Dog Tennis Balls Pack of 3,9/13/2025,1098,4,12.9,United States
INV10098,DOG023,Interactive Dog Puzzle Toy,9/13/2025,1098,4,45.88,United States
INV10098,DOG022,Dog Car Seat Cover,9/13/2025,1098,3,32.7,United States
INV10098,DOG023,Interactive Dog Puzzle Toy,9/13/2025,1098,1,27.99,United States
INV10098,DOG010,Dog Bed Orthopedic Small,9/13/2025,1098,3,40.04,United States
INV10099,DOG012,Dog Treat Pouch Belt,12/30/2025,1099,5,14.96,Germany
INV10099,DOG007,Reflective Dog Collar,12/30/2025,1099,2,15.46,Germany
INV10099,DOG016,Dog Raincoat Yellow,12/30/2025,1099,1,20.43,Germany
INV10100,DOG018,Dog Grooming Brush,7/8/2025,1100,2,30.47,France
INV10100,DOG003,Dog Tennis Balls Pack of 3,7/8/2025,1100,1,18.36,France
INV10100,DOG023,Interactive Dog Puzzle Toy,7/8/2025,1100,4,27.02,France
INV10100,DOG025,Personalized Dog Tag,7/8/2025,1100,4,38.92,France
INV10100,DOG003,Dog Tennis Balls Pack of 3,7/8/2025,1100,2,44.89,France
INV10100,DOG021,Elevated Dog Feeder,7/8/2025,1100,1,23.99,France
INV10100,DOG022,Dog Car Seat Cover,7/8/2025,1100,5,19.77,France
INV10100,DOG025,Personalized Dog Tag,7/8/2025,1100,5,31.58,France
INV10101,DOG017,Fleece Dog Blanket,3/8/2025,1101,1,39.25,United States
INV10101,DOG017,Fleece Dog Blanket,3/8/2025,1101,2,18.15,United States
INV10101,DOG006,Dog Bone Chew Toy Large,3/8/2025,1101,3,43.38,United States
INV10101,DOG008,Dog Water Bowl Stainless,3/8/2025,1101,3,43.89,United States
INV10101,DOG017,Fleece Dog Blanket,3/8/2025,1101,3,39.83,United States
INV10101,DOG009,Rubber Chew Toy Durable,3/8/2025,1101,2,31.39,United States
INV10101,DOG018,Dog Grooming Brush,3/8/2025,1101,3,11,United States
INV10102,DOG003,Dog Tennis Balls Pack of 3,11/11/2025,1102,5,31.63,Australia
INV10102,DOG019,No Spill Dog Bowl,11/11/2025,1102,5,12.16,Australia
INV10102,DOG022,Dog Car Seat Cover,11/11/2025,1102,5,34.82,Australia
INV10102,DOG020,Dog Training Clicker,11/11/2025,1102,3,39.69,Australia
INV10102,DOG019,No Spill Dog Bowl,11/11/2025,1102,1,39,Australia
INV10102,DOG001,Leather Dog Collar Medium,11/11/2025,1102,1,7.81,Australia
INV10102,DOG021,Elevated Dog Feeder,11/11/2025,1102,5,16.58,Australia
INV10102,DOG007,Reflective Dog Collar,11/11/2025,1102,5,22.65,Australia
INV10102,DOG021,Elevated Dog Feeder,11/11/2025,1102,1,25.91,Australia
INV10103,DOG021,Elevated Dog Feeder,10/7/2025,1103,3,25.31,Germany
INV10103,DOG022,Dog Car Seat Cover,10/7/2025,1103,4,17.89,Germany
INV10103,DOG003,Dog Tennis Balls Pack of 3,10/7/2025,1103,1,12.31,Germany
INV10103,DOG014,Dog Poop Bags 120ct,10/7/2025,1103,4,24.57,Germany
INV10103,DOG011,LED Dog Collar Light,10/7/2025,1103,5,11.74,Germany
INV10104,DOG013,Canvas Dog Muzzle,6/13/2025,1104,2,36.42,Germany
INV10104,DOG017,Fleece Dog Blanket,6/13/2025,1104,5,10.24,Germany
INV10104,DOG008,Dog Water Bowl Stainless,6/13/2025,1104,4,10.89,Germany
INV10104,DOG015,Silicone Dog Bowl Collapsible,6/13/2025,1104,2,11.63,Germany
INV10104,DOG002,Nylon Dog Leash 6ft,6/13/2025,1104,3,43.81,Germany
INV10104,DOG020,Dog Training Clicker,6/13/2025,1104,4,15.92,Germany
INV10105,DOG024,Dog Paw Cleaner Cup,6/17/2025,1105,3,13.58,United States
INV10105,DOG006,Dog Bone Chew Toy Large,6/17/2025,1105,4,45.83,United States
INV10105,DOG015,Silicone Dog Bowl Collapsible,6/17/2025,1105,4,41.15,United States
INV10105,DOG016,Dog Raincoat Yellow,6/17/2025,1105,1,9.59,United States
INV10105,DOG013,Canvas Dog Muzzle,6/17/2025,1105,5,24.28,United States
INV10105,DOG008,Dog Water Bowl Stainless,6/17/2025,1105,2,29.32,United States
INV10105,DOG002,Nylon Dog Leash 6ft,6/17/2025,1105,1,17.24,United States
INV10105,DOG020,Dog Training Clicker,6/17/2025,1105,4,17.42,United States
INV10105,DOG001,Leather Dog Collar Medium,6/17/2025,1105,1,23.23,United States
INV10105,DOG009,Rubber Chew Toy Durable,6/17/2025,1105,3,36.54,United States
INV10106,DOG002,Nylon Dog Leash 6ft,1/24/2025,1106,5,28.46,Australia
INV10106,DOG012,Dog Treat Pouch Belt,1/24/2025,1106,5,17.53,Australia
INV10106,DOG013,Canvas Dog Muzzle,1/24/2025,1106,5,24,Australia
INV10106,DOG018,Dog Grooming Brush,1/24/2025,1106,3,39,Australia
INV10106,DOG020,Dog Training Clicker,1/24/2025,1106,5,10.74,Australia
INV10106,DOG004,Fleece Dog Toy Squeaker,1/24/2025,1106,4,20.92,Australia
INV10106,DOG011,LED Dog Collar Light,1/24/2025,1106,5,43.55,Australia
INV10107,DOG017,Fleece Dog Blanket,4/12/2025,1107,4,25.99,United States
INV10107,DOG002,Nylon Dog Leash 6ft,4/12/2025,1107,1,11.47,United States
INV10107,DOG011,LED Dog Collar Light,4/12/2025,1107,4,26.76,United States
INV10107,DOG005,Adjustable Dog Harness,4/12/2025,1107,5,41.72,United States
INV10107,DOG005,Adjustable Dog Harness,4/12/2025,1107,3,43.24,United States
INV10107,DOG011,LED Dog Collar Light,4/12/2025,1107,2,21.71,United States
INV10107,DOG020,Dog Training Clicker,4/12/2025,1107,3,29.74,United States
INV10107,DOG017,Fleece Dog Blanket,4/12/2025,1107,5,27.28,United States
INV10107,DOG023,Interactive Dog Puzzle Toy,4/12/2025,1107,5,17.98,United States
INV10107,DOG001,Leather Dog Collar Medium,4/12/2025,1107,3,19.24,United States
INV10108,DOG010,Dog Bed Orthopedic Small,8/2/2025,1108,1,29.87,United Kingdom
INV10108,DOG009,Rubber Chew Toy Durable,8/2/2025,1108,5,29.1,United Kingdom
INV10108,DOG024,Dog Paw Cleaner Cup,8/2/2025,1108,1,29.33,United Kingdom
INV10108,DOG006,Dog Bone Chew Toy Large,8/2/2025,1108,5,31.15,United Kingdom
INV10108,DOG020,Dog Training Clicker,8/2/2025,1108,4,11.9,United Kingdom
INV10108,DOG022,Dog Car Seat Cover,8/2/2025,1108,2,7.25,United Kingdom
INV10108,DOG023,Interactive Dog Puzzle Toy,8/2/2025,1108,1,13.62,United Kingdom
INV10108,DOG015,Silicone Dog Bowl Collapsible,8/2/2025,1108,3,22.74,United Kingdom
INV10108,DOG014,Dog Poop Bags 120ct,8/2/2025,1108,2,22.41,United Kingdom
INV10108,DOG025,Personalized Dog Tag,8/2/2025,1108,5,42.81,United Kingdom
INV10109,DOG017,Fleece Dog Blanket,2/1/2025,1109,2,28.43,Germany
INV10109,DOG022,Dog Car Seat Cover,2/1/2025,1109,4,27.01,Germany
INV10109,DOG011,LED Dog Collar Light,2/1/2025,1109,2,24.38,Germany
INV10110,DOG012,Dog Treat Pouch Belt,6/25/2025,1110,3,30.39,France
INV10110,DOG007,Reflective Dog Collar,6/25/2025,1110,2,17.15,France
INV10110,DOG010,Dog Bed Orthopedic Small,6/25/2025,1110,2,43.65,France
INV10110,DOG010,Dog Bed Orthopedic Small,6/25/2025,1110,3,34.19,France
INV10110,DOG023,Interactive Dog Puzzle Toy,6/25/2025,1110,4,18.67,France
INV10110,DOG012,Dog Treat Pouch Belt,6/25/2025,1110,5,43.34,France
INV10110,DOG024,Dog Paw Cleaner Cup,6/25/2025,1110,3,17.5,France
INV10110,DOG019,No Spill Dog Bowl,6/25/2025,1110,5,21.18,France
INV10110,DOG013,Canvas Dog Muzzle,6/25/2025,1110,3,44.17,France
INV10111,DOG010,Dog Bed Orthopedic Small,5/29/2025,1111,1,19.84,United States
INV10112,DOG024,Dog Paw Cleaner Cup,12/2/2025,1112,4,14.55,Spain
INV10112,DOG018,Dog Grooming Brush,12/2/2025,1112,3,43.31,Spain
INV10112,DOG023,Interactive Dog Puzzle Toy,12/2/2025,1112,3,11.48,Spain
INV10112,DOG020,Dog Training Clicker,12/2/2025,1112,5,15.56,Spain
INV10112,DOG002,Nylon Dog Leash 6ft,12/2/2025,1112,5,15.02,Spain
INV10113,DOG014,Dog Poop Bags 120ct,1/27/2025,1113,3,34.68,United States
INV10113,DOG004,Fleece Dog Toy Squeaker,1/27/2025,1113,2,6.2,United States
INV10114,DOG021,Elevated Dog Feeder,3/22/2025,1114,4,25.09,France
INV10114,DOG007,Reflective Dog Collar,3/22/2025,1114,3,18.84,France
INV10114,DOG021,Elevated Dog Feeder,3/22/2025,1114,1,42.31,France
INV10114,DOG003,Dog Tennis Balls Pack of 3,3/22/2025,1114,5,15.28,France
INV10114,DOG024,Dog Paw Cleaner Cup,3/22/2025,1114,1,42.52,France
INV10114,DOG006,Dog Bone Chew Toy Large,3/22/2025,1114,4,41.28,France
INV10114,DOG006,Dog Bone Chew Toy Large,3/22/2025,1114,1,45.88,France
INV10115,DOG024,Dog Paw Cleaner Cup,9/11/2025,1115,3,41.06,Spain
